"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.58";"   10.53";"   15.24"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2018";"Nederland";"    2.90";"   53.72";"   89.62"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2019";"Nederland";"    2.83";"   54.93";"   90.83"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2020";"Nederland";"    2.48";"   34.65";"   71.77"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2021";"Nederland";"    2.58";"   35.70";"   76.93"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.77";"   19.60";"   27.27"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.72";"   19.23";"   26.18"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.46";"   10.44";"   14.22"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.42";"    9.16";"   12.69"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2018";"Nederland";"    2.72";"   38.57";"   78.66"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2019";"Nederland";"    2.69";"   37.58";"   77.98"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2020";"Nederland";"    2.40";"   26.00";"   65.14"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2021";"Nederland";"    2.71";"   32.81";"   80.45"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.78";"   12.40";"   22.28"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.73";"   11.19";"   20.35"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.57";"    7.05";"   14.48"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.66";"    8.88";"   17.54"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2018";"Nederland";"    2.90";"   55.50";"   86.82"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2019";"Nederland";"    2.83";"   56.16";"   87.03"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2020";"Nederland";"    2.55";"   38.98";"   71.63"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2021";"Nederland";"    2.64";"   40.24";"   76.55"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2018";"Nederland";"    1.06";"   26.11";"   35.21"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.97";"   23.81";"   32.47"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.71";"   15.11";"   20.50"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.67";"   14.45";"   19.50"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:student/scholier";"Totaal";"Waarde";"2018";"Nederland";"    2.77";"   25.02";"   69.55"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:student/scholier";"Totaal";"Waarde";"2019";"Nederland";"    2.74";"   24.57";"   69.21"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:student/scholier";"Totaal";"Waarde";"2020";"Nederland";"    2.23";"   17.26";"   58.11"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:student/scholier";"Totaal";"Waarde";"2021";"Nederland";"    2.36";"   18.33";"   65.98"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.16";"    1.75";"    3.88"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.15";"    1.70";"    3.74"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.11";"    0.80";"    2.25"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.13";"    0.80";"    2.32"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkloos";"Totaal";"Waarde";"2018";"Nederland";"    2.20";"   24.99";"   68.25"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkloos";"Totaal";"Waarde";"2019";"Nederland";"    2.12";"   20.54";"   64.05"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkloos";"Totaal";"Waarde";"2020";"Nederland";"    1.93";"   14.76";"   51.34"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkloos";"Totaal";"Waarde";"2021";"Nederland";"    1.95";"   18.73";"   64.70"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2018";"Nederland";"    2.15";"   17.53";"   59.86"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2019";"Nederland";"    2.13";"   17.19";"   59.78"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2020";"Nederland";"    1.85";"   13.39";"   50.29"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2021";"Nederland";"    2.07";"   18.16";"   55.15"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.18";"    1.73";"    4.33"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2018";"Nederland";"    2.20";"   29.65";"   69.58"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2019";"Nederland";"    2.18";"   28.12";"   70.58"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2020";"Nederland";"    1.98";"   19.96";"   60.18"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2021";"Nederland";"    2.17";"   23.98";"   70.37"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.15";"    1.84";"    3.39"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.13";"    1.21";"    2.61"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.11";"    1.01";"    2.05"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.11";"    1.30";"    2.31"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: anders/overig";"Totaal";"Waarde";"2018";"Nederland";"    2.36";"   32.54";"   69.29"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: anders/overig";"Totaal";"Waarde";"2019";"Nederland";"    2.17";"   28.81";"   66.02"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: anders/overig";"Totaal";"Waarde";"2020";"Nederland";"    1.91";"   20.52";"   56.35"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: anders/overig";"Totaal";"Waarde";"2021";"Nederland";"    2.05";"   23.60";"   67.48"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.46";"    7.88";"   12.67"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.43";"    6.23";"   11.23"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.36";"    4.63";"    7.93"
"Populatie: 6 jaar of ouder";"Mannen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.28";"    3.90";"    7.70"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2018";"Nederland";"    2.73";"   47.70";"   80.41"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2019";"Nederland";"    2.70";"   47.28";"   80.13"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2020";"Nederland";"    2.49";"   34.09";"   68.88"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2021";"Nederland";"    2.57";"   36.37";"   75.33"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.76";"   18.16";"   23.73"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.70";"   16.17";"   21.32"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.53";"   10.59";"   14.25"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.50";"   10.35";"   13.68"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2018";"Nederland";"    2.76";"   55.41";"   87.05"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2019";"Nederland";"    2.73";"   55.84";"   86.32"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2020";"Nederland";"    2.44";"   37.97";"   70.02"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2021";"Nederland";"    2.58";"   39.78";"   76.30"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.80";"   20.82";"   27.44"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.73";"   19.09";"   24.89"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.56";"   12.29";"   15.84"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.55";"   11.71";"   15.97"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2018";"Nederland";"    2.71";"   35.17";"   80.54"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2019";"Nederland";"    2.66";"   36.67";"   82.37"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2020";"Nederland";"    2.13";"   21.94";"   63.49"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2021";"Nederland";"    2.43";"   24.55";"   72.29"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.63";"   10.99";"   20.62"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.58";"   10.55";"   19.88"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.37";"    5.25";"   10.21"
"Populatie: 6 jaar of ouder";"Mannen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.39";"    5.37";"   10.57"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2018";"Nederland";"    2.20";"   24.74";"   69.84"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2019";"Nederland";"    2.01";"   23.20";"   69.99"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2020";"Nederland";"    1.64";"   14.29";"   52.07"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2021";"Nederland";"    1.82";"   18.22";"   63.44"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.50";"    6.63";"   15.55"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.46";"    6.56";"   15.79"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.30";"    3.29";"    8.75"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.30";"    3.83";"    9.06"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.88";"   19.74";"   64.41"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.87";"   19.74";"   65.08"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.33";"   14.53";"   57.45"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.51";"   15.58";"   65.50"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.07";"    0.43";"    1.20"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.07";"       .";"    1.59"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.05";"    0.20";"    0.87"
"Populatie: 6 jaar of ouder";"Mannen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.07";"    0.29";"    1.18"
"Populatie: 6 jaar of ouder";"Vrouwen";"Totaal personen";"Totaal";"Waarde";"2018";"Nederland";"    2.89";"   31.47";"   71.48"
"Populatie: 6 jaar of ouder";"Vrouwen";"Totaal personen";"Totaal";"Waarde";"2019";"Nederland";"    2.79";"   31.34";"   71.03"
"Populatie: 6 jaar of ouder";"Vrouwen";"Totaal personen";"Totaal";"Waarde";"2020";"Nederland";"    2.39";"   21.45";"   59.25"
"Populatie: 6 jaar of ouder";"Vrouwen";"Totaal personen";"Totaal";"Waarde";"2021";"Nederland";"    2.57";"   23.82";"   67.48"
"Populatie: 6 jaar of ouder";"Vrouwen";"Totaal personen";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.48";"    7.16";"   12.70"
"Populatie: 6 jaar of ouder";"Vrouwen";"Totaal personen";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.44";"    6.72";"   11.93"
"Populatie: 6 jaar of ouder";"Vrouwen";"Totaal personen";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.32";"    4.31";"    7.71"
"Populatie: 6 jaar of ouder";"Vrouwen";"Totaal personen";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.32";"    4.35";"    7.70"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd:6 tot 12 jaar";"Totaal";"Waarde";"2018";"Nederland";"    3.22";"   17.22";"   58.26"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd:6 tot 12 jaar";"Totaal";"Waarde";"2019";"Nederland";"    3.11";"   17.15";"   57.95"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd:6 tot 12 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.54";"   12.97";"   55.90"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd:6 tot 12 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.83";"   15.53";"   67.16"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd:6 tot 12 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd:6 tot 12 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd:6 tot 12 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd:6 tot 12 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"";"";""
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 12 tot 18 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.84";"   24.61";"   69.29"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 12 tot 18 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.69";"   24.06";"   67.50"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 12 tot 18 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.19";"   15.71";"   54.25"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 12 tot 18 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.48";"   18.86";"   65.22"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 12 tot 18 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.23";"    1.00";"    3.69"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 12 tot 18 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.18";"    0.66";"    2.63"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 12 tot 18 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.18";"    0.55";"    2.42"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 12 tot 18 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.20";"    0.65";"    2.75"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.84";"   42.63";"   86.44"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.77";"   41.49";"   83.07"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.35";"   28.11";"   65.05"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.50";"   32.16";"   75.20"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.61";"    8.54";"   16.67"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.54";"    7.96";"   14.82"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.46";"    5.36";"   11.20"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.49";"    6.35";"   12.15"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2018";"Nederland";"    3.18";"   41.85";"   82.03"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2019";"Nederland";"    3.02";"   40.99";"   80.49"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.56";"   26.98";"   65.41"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.69";"   29.66";"   72.34"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.77";"   14.94";"   24.17"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.69";"   13.52";"   22.37"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.46";"    8.12";"   13.34"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.49";"    7.89";"   13.09"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2018";"Nederland";"    3.46";"   36.46";"   75.66"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2019";"Nederland";"    3.42";"   36.41";"   76.87"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.91";"   24.84";"   62.65"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2021";"Nederland";"    3.04";"   25.90";"   69.21"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 35 tot 50 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.68";"   10.86";"   18.37"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 35 tot 50 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.65";"   10.28";"   17.72"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 35 tot 50 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.44";"    6.13";"   10.69"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 35 tot 50 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.44";"    6.12";"   10.48"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.94";"   32.96";"   73.64"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.87";"   33.25";"   74.49"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.57";"   24.72";"   65.61"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.72";"   26.86";"   72.32"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 50 tot 65 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.63";"    8.51";"   15.57"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 50 tot 65 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.57";"    8.03";"   14.87"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 50 tot 65 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.44";"    5.79";"   10.20"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 50 tot 65 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.43";"    5.76";"    9.96"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.35";"   26.31";"   69.50"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.24";"   26.51";"   67.43"
