"Geslacht";"Leeftijd";"Vervoerwijzen";"Reismotieven";"Marges";"Perioden";"Ritten per persoon per dag (gemiddeld) (aantal)";"Afgelegde afstand per rit (gemiddeld) (km)"
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,01;16,06
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,01;16,26
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,01;16,42
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,01;17,39
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,01;16,32
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,01;16,21
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,01;16,15
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,01;16,47
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,01;16,38
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,01;16,35
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,01;16,61
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,01;16,42
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,01;16,54
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,01;16,56
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,01;16,26
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,01;16,17
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"1999*";0,53;19,32
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2001*";0,52;19,37
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2002*";0,54;19,37
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2003*";0,54;19,59
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2004*";0,54;19,61
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2005*";0,54;19,79
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2006*";0,53;19,81
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2007*";0,54;19,83
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2008*";0,53;19,61
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2009*";0,54;19,71
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2010*";0,52;19,7
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2011*";0,5;20,15
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2012*";0,5;19,95
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2013*";0,51;20,01
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2014*";0,5;20,05
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2015*";0,47;20,21
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2016*";0,47;20,07
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2017*";0,46;20,05
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2018*";0,47;20,23
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2019*";0,47;20,25
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2020*";0,38;18,55
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"1999*";0,37;18,71
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2000*";0,35;18,83
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2001*";0,34;18,7
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2002*";0,34;18,83
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2003*";0,34;19,24
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2004*";0,34;19,44
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2005*";0,33;19,67
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2006*";0,32;19,82
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2007*";0,31;19,97
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2008*";0,3;19,95
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2009*";0,3;20,04
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2010*";0,3;20,17
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2011*";0,27;20,58
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2012*";0,27;20,44
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2013*";0,27;20,7
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2014*";0,26;20,9
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2015*";0,25;20,77
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2016*";0,25;20,77
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2017*";0,24;20,93
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2018*";0,25;21,19
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2019*";0,24;21,36
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Totaal";"Waarde";"2020*";0,18;18,3
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"1999*";0,02;19,59
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2000*";0,02;19,8
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2001*";0,02;19,62
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2002*";0,02;19,69
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2003*";0,02;19,98
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2004*";0,02;20,11
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2005*";0,02;20,63
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2006*";0,02;20,66
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2007*";0,02;20,71
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2008*";0,02;20,56
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2009*";0,02;20,51
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2010*";0,02;20,72
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2011*";0,02;20,86
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2012*";0,02;20,8
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2013*";0,02;20,99
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2014*";0,02;21,14
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2015*";0,02;21,5
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2016*";0,02;21,26
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2017*";0,02;21,57
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2018*";0,02;21,38
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2019*";0,01;21,37
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2020*";0,01;17,88
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"1999*";0,1;9,2
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2000*";0,09;9,32
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2001*";0,1;9,33
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2002*";0,1;9,33
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2003*";0,1;9,6
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2004*";0,09;9,59
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2005*";0,09;9,64
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2006*";0,09;9,74
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2007*";0,08;9,82
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2008*";0,08;9,67
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2009*";0,08;9,85
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2010*";0,08;9,98
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2011*";0,07;10,11
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2012*";0,07;9,97
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2013*";0,07;10,13
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2014*";0,07;10,19
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2015*";0,07;10,18
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2016*";0,07;10,23
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2017*";0,06;10,42
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2018*";0,06;10,44
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2019*";0,06;10,62
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2020*";0,05;8,44
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0;12,31
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"1999*";0,25;22,49
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2000*";0,24;22,55
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2001*";0,23;22,77
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2002*";0,23;22,98
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2003*";0,23;23,34
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2004*";0,22;23,68
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2005*";0,22;23,99
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2006*";0,21;24,1
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2007*";0,2;24,18
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2008*";0,2;24,01
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2009*";0,2;23,93
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2010*";0,2;24,37
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2011*";0,18;24,65
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2012*";0,18;24,6
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2013*";0,18;24,83
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2014*";0,18;25,04
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2015*";0,17;25,19
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2016*";0,16;25,05
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2017*";0,16;25,14
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2018*";0,16;25,46
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2019*";0,16;25,67
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Auto (passagier)";"Overige reismotieven";"Waarde";"2020*";0,11;23,11
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"1999*";0,03;60,69
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2000*";0,03;60,23
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2001*";0,03;59,48
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2002*";0,03;58,42
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2003*";0,03;56,28
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2004*";0,03;56,26
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2005*";0,03;55,64
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2006*";0,03;55,39
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2007*";0,03;53,64
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2008*";0,03;53,86
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2009*";0,03;53,96
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2010*";0,03;53,14
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2011*";0,03;51,77
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2012*";0,04;51,94
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2013*";0,04;52,06
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2014*";0,04;51,26
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2015*";0,04;50,49
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2016*";0,04;50,54
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2017*";0,04;49,46
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2018*";0,04;47,96
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2019*";0,04;47,89
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Totaal";"Waarde";"2020*";0,02;44,52
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"1999*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2001*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2002*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2003*";0,01;40,35
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2004*";0,01;40,65
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2005*";0,01;40,47
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2006*";0,01;40,15
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2007*";0,01;39,26
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2008*";0,01;40,14
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2009*";0,01;40,03
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2010*";0,01;39,47
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2011*";0,02;38,85
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2012*";0,02;39,01
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2013*";0,02;38,75
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2014*";0,02;38,32
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2015*";0,02;38,22
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2016*";0,02;38,44
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2017*";0,02;37,53
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2018*";0,02;37,29
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2019*";0,02;37,37
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Van en naar het werk";"Waarde";"2020*";0,01;34,87
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"1999*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2001*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2002*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2003*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2004*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2005*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2006*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2007*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2008*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2009*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2010*";0;38,8
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2011*";0;39,18
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2012*";0;40,38
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2013*";0;40,43
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2014*";0;39,82
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2015*";0;39,44
